serial,day,month,year,season,time,bin_depth_min,bin_depth_max,n,depth_mean,depth_sd,depth_cv,temp_mean,temp_sd,temp_cv,cond_mean,cond_sd,cond_cv,ph_mean,ph_sd,ph_cv,turb_units,turb_mean,turb_sd,turb_cv,chloro_mean,chloro_sd,chloro_cv,do_percent_mean,do_percent_sd,do_percent_cv,do_ppm_mean,do_ppm_sd,do_ppm_cv,lat,long
519,18,9,2013,Autumn,1349,8.5,9.5,4,9.033,0.346,0.038304,18.59,0,0,0.204,0,0,8.33,0,0,NTU,11.125,0.585,0.053,NA,NA,NA,93.825,0.096,0.001,8.773,0.01,0.001,41.96367,-82.8503
519,18,9,2013,Autumn,1349,7.5,8.5,10,7.858,0.286,0.036396,18.59,0,0,0.204,0,0,8.343,0.007,0.001,NTU,10.06,1.558,0.155,0.03,1.793,59.767,94.31,0.242,0.003,8.817,0.023,0.003,41.96367,-82.8503
519,18,9,2013,Autumn,1349,6.5,7.5,6,7.109,0.29,0.040793,18.597,0.005,0.000269,0.204,0.001,0.005,8.35,0,0,NTU,9.833,0.32,0.033,NA,NA,NA,95.067,0.151,0.002,8.887,0.015,0.002,41.96367,-82.8503
519,18,9,2013,Autumn,1349,5.5,6.5,5,6.117,0.316,0.051659,18.604,0.005,0.000269,0.204,0.001,0.005,8.36,0.007,0.001,NTU,9.72,0.589,0.061,0.42,1.78,4.238,95.48,0.13,0.001,8.926,0.011,0.001,41.96367,-82.8503
519,18,9,2013,Autumn,1349,2.5,3.5,8,3.028,0.273,0.090159,18.758,0.039,0.002,0.203,0,0,8.37,0.008,0.001,NTU,9.588,0.479,0.05,0.4,1.415,3.538,95.763,3.46,0.036,8.924,0.325,0.036,41.96367,-82.8503
519,18,9,2013,Autumn,1349,4.5,5.5,13,5.035,0.276,0.054816,18.622,0.009,0.000483,0.203,0,0,8.374,0.005,0.001,NTU,9.277,0.352,0.038,0.223,1.879,8.426,96.192,0.309,0.003,8.99,0.026,0.003,41.96367,-82.8503
519,18,9,2013,Autumn,1349,3.5,4.5,9,3.976,0.291,0.073189,18.667,0.018,0.001,0.203,0,0,8.38,0,0,NTU,9.433,0.644,0.068,NA,NA,NA,96.778,0.083,0.001,9.037,0.007,0.001,41.96367,-82.8503
521,18,9,2013,Autumn,758,6.5,7.5,13,7.029,0.291,0.0414,18.96,0,0,0.241,0,0,8.3,0,0,NTU,11.654,1.062,0.091,2.254,1.62,0.719,93.785,0.08,0.001,8.702,0.007,0.001,41.66318,-82.74997
521,18,9,2013,Autumn,758,5.5,6.5,11,6.057,0.291,0.048044,18.96,0,0,0.241,0.001,0.004,8.305,0.005,0.001,NTU,11.636,1.629,0.14,1.618,1.628,1.006,93.873,0.065,0.001,8.708,0.008,0.001,41.66318,-82.74997
521,18,9,2013,Autumn,758,7.5,8.5,10,7.942,0.271,0.034122,18.96,0,0,0.241,0,0,8.3,0,0,NTU,12.4,1.602,0.129,1.54,2.606,1.692,93.94,0.107,0.001,8.72,0.008,0.001,41.66318,-82.74997
521,18,9,2013,Autumn,758,4.5,5.5,11,4.952,0.33,0.06664,18.96,0,0,0.241,0,0,8.31,0,0,NTU,12.291,2.422,0.197,1.591,1.72,1.081,93.973,0.047,0.001,8.72,0.004,0.00046,41.66318,-82.74997
521,18,9,2013,Autumn,758,9.5,10.5,15,10.039,0.229,0.022811,18.952,0.004,0.000211,0.241,0.001,0.004,8.3,0,0,NTU,15.887,12.235,0.77,1.193,1.424,1.194,93.987,0.083,0.001,8.72,0.008,0.001,41.66318,-82.74997
521,18,9,2013,Autumn,758,3.5,4.5,9,3.976,0.318,0.07998,18.96,0,0,0.241,0,0,8.312,0.004,0.00048,NTU,19.744,24.714,1.252,1.167,1.025,0.878,94.022,0.044,0.00047,8.723,0.005,0.001,41.66318,-82.74997
521,18,9,2013,Autumn,758,8.5,9.5,8,8.954,0.281,0.031383,18.96,0,0,0.242,0.001,0.004,8.3,0,0,NTU,10.925,1.002,0.092,2.175,1.893,0.87,94.062,0.092,0.001,8.726,0.009,0.001,41.66318,-82.74997
521,18,9,2013,Autumn,758,0.5,1.5,9,0.928,0.395,0.425647,18.969,0.003,0.000158,0.241,0,0,8.327,0.007,0.001,NTU,11.978,1.121,0.094,0.733,0.906,1.236,94.1,0,0,8.73,0,0,41.66318,-82.74997
521,18,9,2013,Autumn,758,1.5,2.5,5,2.148,0.223,0.103818,18.96,0,0,0.241,0.001,0.004,8.32,0,0,NTU,11.56,0.856,0.074,1.72,1.429,0.831,94.14,0.055,0.001,8.732,0.004,0.00046,41.66318,-82.74997
521,18,9,2013,Autumn,758,2.5,3.5,5,3.026,0.201,0.066424,18.96,0,0,0.241,0,0,8.32,0,0,NTU,12.94,1.228,0.095,1.9,0.922,0.485,94.16,0.055,0.001,8.736,0.005,0.001,41.66318,-82.74997
521,18,9,2013,Autumn,758,-0.5,0.5,8,0.405,0.091,0.224691,18.97,0,0,0.241,0,0,8.331,0.004,0.00048,NTU,11.637,1.143,0.098,3.163,2.274,0.719,94.162,0.052,0.001,8.735,0.005,0.001,41.66318,-82.74997
522,18,9,2013,Autumn,852,0.5,1.5,20,0.81,0.237,0.292593,18.921,0.002,0.000106,0.222,0.001,0.005,8.519,0.003,0.00035,NTU,13.185,4.45,0.338,1.14,1.692,1.484,95.91,3.778,0.039,8.906,0.349,0.039,41.76323,-82.74978
522,18,9,2013,Autumn,852,6.5,7.5,14,7.026,0.31,0.044122,18.928,0.004,0.000211,0.223,0,0,8.53,0,0,NTU,9.814,1.265,0.129,2.379,1.681,0.707,98.793,0.073,0.001,9.174,0.006,0.001,41.76323,-82.74978
522,18,9,2013,Autumn,852,5.5,6.5,10,5.986,0.317,0.052957,18.93,0,0,0.223,0.001,0.004,8.53,0,0,NTU,9.52,1.324,0.139,1.18,1.698,1.439,98.9,0.067,0.001,9.186,0.007,0.001,41.76323,-82.74978
522,18,9,2013,Autumn,852,4.5,5.5,9,4.985,0.237,0.047543,18.929,0.003,0.000158,0.223,0,0,8.527,0.005,0.001,NTU,11.044,3.504,0.317,1.356,1.099,0.81,99.044,0.053,0.001,9.197,0.005,0.001,41.76323,-82.74978
522,18,9,2013,Autumn,852,1.5,2.5,14,2.003,0.267,0.1333,18.924,0.005,0.000264,0.222,0,0,8.52,0,0,NTU,10.079,2.225,0.221,0.807,2.321,2.876,99.057,0.065,0.001,9.197,0.005,0.001,41.76323,-82.74978
522,18,9,2013,Autumn,852,3.5,4.5,13,4.064,0.305,0.075049,18.927,0.005,0.000264,0.223,0.001,0.004,8.527,0.005,0.001,NTU,12.469,5.243,0.42,2.569,2.627,1.023,99.085,0.038,0.00038,9.2,0,0,41.76323,-82.74978
522,18,9,2013,Autumn,852,2.5,3.5,17,2.953,0.318,0.107687,18.926,0.005,0.000264,0.222,0.001,0.005,8.521,0.002,0.00023,NTU,12.135,6.413,0.528,1.518,1.12,0.738,99.135,0.079,0.001,9.204,0.008,0.001,41.76323,-82.74978
523,18,9,2013,Autumn,942,-0.5,0.5,363,0.168,0.063,0.375,18.958,0.316,0.017,0.026,0.044,1.692,8.262,0.037,0.004,NTU,18.725,3.993,0.213,1.101,1.735,1.576,85.472,2.337,0.027,7.936,0.221,0.028,41.8632,-82.74985
523,18,9,2013,Autumn,942,0.5,1.5,58,0.691,0.221,0.319826,19.106,0.072,0.004,0.209,0,0,8.408,0.031,0.004,NTU,7.814,1.597,0.204,1.2,1.827,1.522,96.167,2.315,0.024,8.897,0.207,0.023,41.8632,-82.74985
523,18,9,2013,Autumn,942,11.5,12.5,3,11.567,0.038,0.003285,19.11,0,0,0.209,0,0,8.47,0,0,NTU,2.233,4.236,1.897,4.333,6.749,1.558,96.567,0.153,0.002,8.937,0.015,0.002,41.8632,-82.74985
523,18,9,2013,Autumn,942,10.5,11.5,11,10.939,0.336,0.030716,19.11,0,0,0.209,0.001,0.005,8.47,0,0,NTU,7.236,0.589,0.081,0.164,1.459,8.896,96.845,0.093,0.001,8.959,0.01,0.001,41.8632,-82.74985
523,18,9,2013,Autumn,942,9.5,10.5,7,9.982,0.298,0.029854,19.11,0,0,0.209,0.001,0.005,8.47,0,0,NTU,7.471,0.711,0.095,1.143,2.731,2.389,97.057,0.098,0.001,8.976,0.01,0.001,41.8632,-82.74985
523,18,9,2013,Autumn,942,8.5,9.5,7,9.011,0.316,0.035068,19.11,0,0,0.209,0,0,8.47,0,0,NTU,7.471,0.541,0.072,1.4,2.826,2.019,97.114,0.069,0.001,8.986,0.005,0.001,41.8632,-82.74985
523,18,9,2013,Autumn,942,5.5,6.5,7,6.007,0.356,0.059264,19.11,0,0,0.209,0.001,0.005,8.47,0,0,NTU,7.486,0.641,0.086,1.357,2.11,1.555,97.157,0.053,0.001,8.99,0,0,41.8632,-82.74985
523,18,9,2013,Autumn,942,4.5,5.5,8,4.893,0.274,0.055998,19.11,0,0,0.209,0,0,8.47,0,0,NTU,8.137,1.218,0.15,1.288,1.252,0.972,97.2,0,0,8.991,0.004,0.00044,41.8632,-82.74985
523,18,9,2013,Autumn,942,7.5,8.5,7,8.08,0.349,0.043193,19.11,0,0,0.209,0,0,8.47,0,0,NTU,8.571,2.321,0.271,0.629,1.555,2.472,97.229,0.111,0.001,8.994,0.011,0.001,41.8632,-82.74985
523,18,9,2013,Autumn,942,6.5,7.5,7,6.998,0.324,0.046299,19.11,0,0,0.209,0,0,8.47,0,0,NTU,7.171,0.678,0.095,0.529,1.885,3.563,97.286,0.069,0.001,9,0.006,0.001,41.8632,-82.74985
523,18,9,2013,Autumn,942,3.5,4.5,12,3.988,0.281,0.070461,19.11,0,0,0.209,0,0,8.462,0.004,0.00047,NTU,7.575,1.543,0.204,0.2,1.327,6.635,97.375,0.087,0.001,9.01,0.007,0.001,41.8632,-82.74985
523,18,9,2013,Autumn,942,2.5,3.5,12,3.044,0.307,0.100854,19.113,0.005,0.000262,0.209,0,0,8.46,0,0,NTU,7.242,0.966,0.133,0.083,1.707,20.566,97.475,0.087,0.001,9.016,0.008,0.001,41.8632,-82.74985
523,18,9,2013,Autumn,942,1.5,2.5,20,1.994,0.28,0.140421,19.117,0.005,0.000262,0.209,0,0,8.455,0.005,0.001,NTU,7.775,1.082,0.139,0.3,1.61,5.367,97.62,0.077,0.001,9.03,0.006,0.001,41.8632,-82.74985
524,18,9,2013,Autumn,1307,-0.5,0.5,13,0.151,0.001,0.006623,17.699,0.324,0.018,0.005,0.01,2,8.242,0.05,0.006,NTU,NA,NA,NA,3.6,0,0,88.908,0.377,0.004,8.471,0.093,0.011,41.9633,-82.7531
524,18,9,2013,Autumn,1307,0.5,1.5,52,0.806,0.112,0.138958,19.726,0.258,0.013,0.206,0.002,0.01,8.394,0.038,0.005,NTU,NA,NA,NA,2.806,1.527,0.544,89.588,5.857,0.065,8.186,0.533,0.065,41.9633,-82.7531
524,18,9,2013,Autumn,1307,10.5,11.5,11,10.788,0.114,0.010567,19.072,0.004,0.00021,0.207,0.002,0.01,8.425,0.017,0.002,NTU,417.355,593.73,1.423,7.791,7.663,0.984,94.909,1.762,0.019,8.785,0.164,0.019,41.9633,-82.7531
524,18,9,2013,Autumn,1307,9.5,10.5,5,9.974,0.314,0.031482,19.07,0,0,0.206,0,0,8.442,0.004,0.00047,NTU,9.26,1.365,0.147,0.26,1.874,7.208,97.1,0.158,0.002,8.99,0.016,0.002,41.9633,-82.7531
524,18,9,2013,Autumn,1307,8.5,9.5,5,9.028,0.32,0.035445,19.078,0.004,0.00021,0.206,0.001,0.005,8.446,0.005,0.001,NTU,8.3,0.718,0.087,0.76,4.818,6.339,97.7,0.158,0.002,9.042,0.013,0.001,41.9633,-82.7531
524,18,9,2013,Autumn,1307,7.5,8.5,6,7.966,0.317,0.039794,19.083,0.005,0.000262,0.206,0.001,0.005,8.455,0.005,0.001,NTU,7.733,0.25,0.032,0.483,1.357,2.81,98.383,0.264,0.003,9.107,0.025,0.003,41.9633,-82.7531
524,18,9,2013,Autumn,1307,6.5,7.5,8,6.982,0.273,0.039101,19.093,0.005,0.000262,0.206,0,0,8.464,0.005,0.001,NTU,7.95,0.424,0.053,0.55,1.631,2.965,99.325,0.381,0.004,9.194,0.032,0.003,41.9633,-82.7531
524,18,9,2013,Autumn,1307,5.5,6.5,7,6.054,0.278,0.04592,19.104,0.005,0.000262,0.206,0.001,0.005,8.476,0.005,0.001,NTU,8.043,0.346,0.043,0.771,1.392,1.805,100.471,0.256,0.003,9.294,0.024,0.003,41.9633,-82.7531
524,18,9,2013,Autumn,1307,2.5,3.5,9,3.132,0.265,0.08461,19.271,0.081,0.004,0.205,0,0,8.481,0.012,0.001,NTU,7.9,0.686,0.087,1.733,1.79,1.033,101.144,0.073,0.001,9.33,0.014,0.002,41.9633,-82.7531
524,18,9,2013,Autumn,1307,1.5,2.5,4,1.942,0.334,0.171988,19.668,0.093,0.005,0.205,0.001,0.005,8.457,0.005,0.001,NTU,8.6,0.99,0.115,0.925,0.287,0.31,101.175,0.096,0.001,9.258,0.024,0.003,41.9633,-82.7531
524,18,9,2013,Autumn,1307,4.5,5.5,8,4.984,0.344,0.069021,19.131,0.015,0.001,0.205,0,0,8.489,0.006,0.001,NTU,8.688,1.772,0.204,0.962,1.408,1.464,101.25,0.169,0.002,9.363,0.017,0.002,41.9633,-82.7531
524,18,9,2013,Autumn,1307,3.5,4.5,7,3.909,0.276,0.070606,19.177,0.015,0.001,0.205,0,0,8.49,0,0,NTU,8.743,1.204,0.138,2.286,2.019,0.883,101.5,0.115,0.001,9.379,0.015,0.002,41.9633,-82.7531
527,18,9,2013,Autumn,1028,-0.5,0.5,305,0.161,0.026,0.161491,18.367,0.077,0.004,0.006,0.02,3.333,8.251,0.011,0.001,NTU,26.324,1.921,0.073,1.581,1.494,0.945,84.79,1.057,0.012,7.968,0.088,0.011,41.86333,-82.65007
527,18,9,2013,Autumn,1028,10.5,11.5,6,10.829,0.235,0.021701,19.102,0.004,0.000209,0.217,0,0,8.425,0.005,0.001,NTU,8.717,1.423,0.163,NA,NA,NA,96.1,0.063,0.001,8.89,0.006,0.001,41.86333,-82.65007
527,18,9,2013,Autumn,1028,9.5,10.5,8,9.884,0.324,0.03278,19.11,0,0,0.217,0,0,8.43,0,0,NTU,7.188,0.824,0.115,NA,NA,NA,96.162,0.052,0.001,8.896,0.005,0.001,41.86333,-82.65007
527,18,9,2013,Autumn,1028,8.5,9.5,10,8.988,0.334,0.037161,19.11,0,0,0.217,0,0,8.43,0,0,NTU,8.25,1.459,0.177,NA,NA,NA,96.38,0.114,0.001,8.916,0.011,0.001,41.86333,-82.65007
527,18,9,2013,Autumn,1028,7.5,8.5,8,7.962,0.306,0.038433,19.11,0,0,0.217,0,0,8.432,0.005,0.001,NTU,7.3,0.729,0.1,NA,NA,NA,96.662,0.13,0.001,8.94,0.012,0.001,41.86333,-82.65007
527,18,9,2013,Autumn,1028,6.5,7.5,9,6.934,0.334,0.048168,19.112,0.004,0.000209,0.217,0,0,8.431,0.003,0.00036,NTU,8.367,3.147,0.376,0.667,1.246,1.868,97.044,0.113,0.001,8.976,0.01,0.001,41.86333,-82.65007
527,18,9,2013,Autumn,1028,5.5,6.5,9,5.98,0.28,0.046823,19.126,0.005,0.000261,0.217,0,0,8.43,0.005,0.001,NTU,7.433,0.975,0.131,1.267,1.559,1.23,97.2,0.1,0.001,8.99,0.01,0.001,41.86333,-82.65007
527,18,9,2013,Autumn,1028,4.5,5.5,10,5.043,0.325,0.064446,19.137,0.005,0.000261,0.217,0,0,8.43,0,0,NTU,7.3,0.847,0.116,1.14,1.527,1.339,97.45,0.071,0.001,9.01,0.007,0.001,41.86333,-82.65007
527,18,9,2013,Autumn,1028,2.5,3.5,14,2.949,0.318,0.107833,19.14,0,0,0.217,0,0,8.421,0.005,0.001,NTU,7.957,2.333,0.293,0.357,0.973,2.725,97.529,0.047,0.00048,9.018,0.004,0.00044,41.86333,-82.65007
527,18,9,2013,Autumn,1028,3.5,4.5,8,3.934,0.267,0.06787,19.14,0,0,0.217,0,0,8.425,0.005,0.001,NTU,7.5,0.86,0.115,1.087,1.487,1.368,97.537,0.052,0.001,9.018,0.007,0.001,41.86333,-82.65007
527,18,9,2013,Autumn,1028,0.5,1.5,22,0.858,0.329,0.38345,19.133,0.005,0.000261,0.217,0,0,8.384,0.012,0.001,NTU,7.568,2.63,0.348,0.459,1.144,2.492,97.591,0.163,0.002,9.026,0.016,0.002,41.86333,-82.65007
527,18,9,2013,Autumn,1028,1.5,2.5,13,2.011,0.305,0.151666,19.141,0.003,0.000157,0.217,0,0,8.412,0.006,0.001,NTU,7.523,1.359,0.181,0.777,1.362,1.753,97.685,0.09,0.001,9.033,0.012,0.001,41.86333,-82.65007
528,18,9,2013,Autumn,1225,1.5,2.5,6,2.047,0.36,0.175867,19.348,0.015,0.001,0.213,0,0,8.4,0.006,0.001,NTU,36.9,0,0,1.5,0,0,84.7,0,0,7.8,0,0,41.96342,-82.65002
528,18,9,2013,Autumn,1225,0.5,1.5,31,0.632,0.158,0.25,19.279,0.306,0.016,0.214,0.001,0.005,8.355,0.021,0.003,NTU,36.874,0.082,0.002,1.5,0,0,84.816,0.338,0.004,7.819,0.081,0.01,41.96342,-82.65002
528,18,9,2013,Autumn,1225,2.5,3.5,4,3.058,0.245,0.080118,19.2,0.086,0.004,0.212,0.001,0.005,8.422,0.01,0.001,NTU,36.85,0.058,0.002,1.5,0,0,84.9,0.082,0.001,7.838,0.022,0.003,41.96342,-82.65002
528,18,9,2013,Autumn,1225,-0.5,0.5,6,0.185,0.066,0.356757,17.015,0.292,0.017,0.029,0.065,2.241,8.25,0.036,0.004,NTU,36.35,0.055,0.002,1.5,0,0,87.383,0.349,0.004,8.443,0.084,0.01,41.96342,-82.65002
528,18,9,2013,Autumn,1225,3.5,4.5,9,4.141,0.318,0.076793,19.032,0.02,0.001,0.213,0,0,8.443,0.007,0.001,NTU,23.789,15.445,0.649,2.322,1.813,0.781,90.056,7.459,0.083,8.344,0.694,0.083,41.96342,-82.65002
528,18,9,2013,Autumn,1225,10.5,11.5,4,10.928,0.134,0.012262,18.97,0,0,0.214,0.001,0.005,8.425,0.006,0.001,NTU,63.85,58.781,0.921,4.325,3.89,0.899,96.8,0,0,8.98,0,0,41.96342,-82.65002
528,18,9,2013,Autumn,1225,9.5,10.5,6,9.998,0.384,0.038408,18.97,0,0,0.214,0.001,0.005,8.43,0,0,NTU,8.783,0.902,0.103,2.033,1.017,0.5,97.117,0.147,0.002,9.007,0.012,0.001,41.96342,-82.65002
528,18,9,2013,Autumn,1225,8.5,9.5,6,9,0.368,0.040889,18.972,0.004,0.000211,0.213,0,0,8.43,0,0,NTU,8.167,0.807,0.099,0.183,1.701,9.295,97.483,0.147,0.002,9.043,0.01,0.001,41.96342,-82.65002
528,18,9,2013,Autumn,1225,7.5,8.5,4,7.998,0.311,0.038885,18.98,0,0,0.213,0,0,8.43,0,0,NTU,8.1,0.51,0.063,NA,NA,NA,98,0.183,0.002,9.088,0.017,0.002,41.96342,-82.65002
528,18,9,2013,Autumn,1225,6.5,7.5,6,6.936,0.341,0.049164,18.988,0.004,0.000211,0.213,0.001,0.005,8.438,0.004,0.00047,NTU,8.1,0.626,0.077,2.583,1.151,0.446,98.617,0.214,0.002,9.145,0.019,0.002,41.96342,-82.65002
528,18,9,2013,Autumn,1225,5.5,6.5,5,5.935,0.26,0.043808,18.996,0.005,0.000263,0.213,0.001,0.005,8.44,0,0,NTU,7.82,0.792,0.101,0.28,1.654,5.907,99.22,0.217,0.002,9.2,0.016,0.002,41.96342,-82.65002
528,18,9,2013,Autumn,1225,4.5,5.5,6,4.968,0.344,0.069243,19.007,0.005,0.000263,0.213,0,0,8.448,0.004,0.00047,NTU,7.15,0.965,0.135,1.65,1.176,0.713,99.65,0.152,0.002,9.24,0.014,0.002,41.96342,-82.65002
533,18,9,2013,Autumn,1116,-0.5,0.5,10,0.369,0.123,0.333333,18.936,0.005,0.000264,0.224,0,0,8.39,0.007,0.001,NTU,38.7,0,0,2.3,0,0,85.6,0,0,7.949,0.003,0.00038,41.8635,-82.55002
533,18,9,2013,Autumn,1116,0.5,1.5,8,0.865,0.245,0.283237,18.939,0.004,0.000211,0.224,0,0,8.399,0.006,0.001,NTU,38.7,0,0,2.3,0,0,85.6,0,0,7.946,0.005,0.001,41.8635,-82.55002
533,18,9,2013,Autumn,1116,1.5,2.5,11,2.083,0.338,0.162266,18.921,0.01,0.001,0.224,0,0,8.417,0.005,0.001,NTU,32.891,12.925,0.393,2.1,0.571,0.272,86.809,4.01,0.046,8.063,0.374,0.046,41.8635,-82.55002
533,18,9,2013,Autumn,1116,10.5,11.5,2,10.621,0.063,0.005932,18.26,0,0,0.238,0.001,0.004,8.33,0,0,NTU,9.25,0.212,0.023,4.3,5.515,1.283,94.25,0.071,0.001,8.865,0.007,0.001,41.8635,-82.55002
533,18,9,2013,Autumn,1116,9.5,10.5,8,10.04,0.219,0.021813,18.282,0.021,0.001,0.236,0.001,0.004,8.345,0.008,0.001,NTU,8.55,1.004,0.117,3.95,2.526,0.639,94.825,0.282,0.003,8.92,0.023,0.003,41.8635,-82.55002
533,18,9,2013,Autumn,1116,8.5,9.5,9,9.004,0.276,0.030653,18.362,0.011,0.001,0.233,0.001,0.004,8.368,0.008,0.001,NTU,7.822,1.43,0.183,5,4.726,0.945,95.522,0.172,0.002,8.97,0.012,0.001,41.8635,-82.55002
533,18,9,2013,Autumn,1116,7.5,8.5,10,8.018,0.32,0.03991,18.399,0.023,0.001,0.233,0,0,8.387,0.005,0.001,NTU,7.86,1.354,0.172,3.08,2.614,0.849,96.26,0.32,0.003,9.034,0.022,0.002,41.8635,-82.55002
533,18,9,2013,Autumn,1116,6.5,7.5,9,7.046,0.306,0.043429,18.517,0.042,0.002,0.231,0.001,0.004,8.401,0.003,0.00036,NTU,7.778,1.417,0.182,4.378,4.529,1.034,97.367,0.283,0.003,9.116,0.018,0.002,41.8635,-82.55002
533,18,9,2013,Autumn,1116,5.5,6.5,9,6.031,0.336,0.055712,18.608,0.046,0.002,0.23,0,0,8.418,0.007,0.001,NTU,7.589,1.011,0.133,4.733,2.61,0.551,98.067,0.18,0.002,9.163,0.012,0.001,41.8635,-82.55002
533,18,9,2013,Autumn,1116,4.5,5.5,9,4.96,0.307,0.061895,18.842,0.045,0.002,0.225,0.001,0.004,8.426,0.005,0.001,NTU,6.778,0.356,0.053,3.011,2.456,0.816,98.633,0.122,0.001,9.173,0.007,0.001,41.8635,-82.55002
533,18,9,2013,Autumn,1116,3.5,4.5,7,3.994,0.323,0.080871,18.913,0.01,0.001,0.224,0,0,8.429,0.004,0.00047,NTU,6.671,0.496,0.074,1.543,2.604,1.688,98.786,0.038,0.00038,9.173,0.005,0.001,41.8635,-82.55002
533,18,9,2013,Autumn,1116,2.5,3.5,7,3.029,0.306,0.101023,18.914,0.005,0.000264,0.224,0,0,8.429,0.004,0.00047,NTU,6.643,0.454,0.068,1.7,1.175,0.691,98.843,0.053,0.001,9.181,0.007,0.001,41.8635,-82.55002
526,19,9,2013,Autumn,724,5.5,6.5,18,6.027,0.314,0.052099,19.1,0,0,0.251,0,0,8.23,0,0,NTU,11.233,0.647,0.058,1.572,1.506,0.958,89.889,0.068,0.001,8.318,0.006,0.001,41.66342,-82.65467
526,19,9,2013,Autumn,724,4.5,5.5,11,4.986,0.312,0.062575,19.1,0,0,0.251,0,0,8.23,0,0,NTU,11.345,0.686,0.06,1,1.945,1.945,89.982,0.075,0.001,8.326,0.007,0.001,41.66342,-82.65467
526,19,9,2013,Autumn,724,6.5,7.5,8,7.063,0.3,0.042475,19.1,0,0,0.251,0,0,8.23,0,0,NTU,11.188,0.528,0.047,0.875,1.498,1.712,89.987,0.099,0.001,8.326,0.011,0.001,41.66342,-82.65467
526,19,9,2013,Autumn,724,11.5,12.5,9,12.083,0.253,0.020939,19.097,0.005,0.000262,0.251,0,0,8.22,0,0,NTU,14.267,11.205,0.785,1.456,2.214,1.521,90,0.087,0.001,8.329,0.008,0.001,41.66342,-82.65467
526,19,9,2013,Autumn,724,10.5,11.5,9,11.089,0.346,0.031202,19.097,0.005,0.000262,0.251,0,0,8.22,0,0,NTU,11.122,0.338,0.03,0.844,1.438,1.704,90.089,0.078,0.001,8.336,0.007,0.001,41.66342,-82.65467
526,19,9,2013,Autumn,724,3.5,4.5,10,4.045,0.274,0.067738,19.1,0,0,0.251,0,0,8.232,0.004,0.00049,NTU,11.29,0.401,0.036,1.72,1.601,0.931,90.14,0.052,0.001,8.34,0,0,41.66342,-82.65467
526,19,9,2013,Autumn,724,8.5,9.5,4,9.078,0.307,0.033818,19.1,0,0,0.251,0,0,8.22,0,0,NTU,11.7,1.095,0.094,0.55,0.574,1.044,90.225,0.05,0.001,8.35,0,0,41.66342,-82.65467
526,19,9,2013,Autumn,724,2.5,3.5,14,3.139,0.271,0.086333,19.1,0,0,0.251,0,0,8.24,0,0,NTU,11.371,1.804,0.159,1.057,2.06,1.949,90.229,0.047,0.001,8.349,0.003,0.00036,41.66342,-82.65467
526,19,9,2013,Autumn,724,9.5,10.5,5,9.979,0.296,0.029662,19.09,0,0,0.251,0,0,8.22,0,0,NTU,10.98,0.342,0.031,1.6,1.173,0.733,90.24,0.055,0.001,8.348,0.004,0.00048,41.66342,-82.65467
526,19,9,2013,Autumn,724,7.5,8.5,10,8.038,0.297,0.036949,19.097,0.005,0.000262,0.251,0,0,8.227,0.005,0.001,NTU,11.87,1.367,0.115,1.29,1.699,1.317,90.3,0.067,0.001,8.353,0.007,0.001,41.66342,-82.65467
526,19,9,2013,Autumn,724,1.5,2.5,12,1.911,0.321,0.167975,19.1,0,0,0.251,0,0,8.247,0.005,0.001,NTU,11.783,1.59,0.135,1.233,1.759,1.427,90.383,0.058,0.001,8.36,0.004,0.00048,41.66342,-82.65467
526,19,9,2013,Autumn,724,0.5,1.5,12,0.934,0.331,0.35439,19.1,0,0,0.251,0,0,8.258,0.008,0.001,NTU,10.508,2.265,0.216,0.775,2.1,2.71,91.075,2.182,0.024,8.423,0.201,0.024,41.66342,-82.65467
526,19,9,2013,Autumn,724,-0.5,0.5,9,0.418,0.058,0.138756,19.1,0,0,0.251,0,0,8.263,0.005,0.001,NTU,10.278,2.559,0.249,1.089,1.926,1.769,92.178,3.301,0.036,8.524,0.304,0.036,41.66342,-82.65467
531,19,9,2013,Autumn,811,-0.5,0.5,250,0.129,0.045,0.348837,19.999,0.114,0.006,0.124,0.024,0.194,8.38,0.007,0.001,NTU,36.125,4.293,0.119,2.029,1.388,0.684,79.24,2.651,0.033,7.203,0.259,0.036,41.65982,-82.54988
531,19,9,2013,Autumn,811,9.5,10.5,4,9.846,0.249,0.025289,19.332,0.005,0.000259,0.256,0,0,8.41,0,0,NTU,10.45,0.635,0.061,3.9,1.651,0.423,96.025,0.05,0.001,8.842,0.005,0.001,41.65982,-82.54988
531,19,9,2013,Autumn,811,0.5,1.5,11,0.794,0.321,0.404282,19.33,0,0,0.256,0,0,8.424,0.005,0.001,NTU,10.609,1.318,0.124,5.718,2.98,0.521,96.091,0.197,0.002,8.85,0.019,0.002,41.65982,-82.54988
531,19,9,2013,Autumn,811,10.5,11.5,7,11.072,0.354,0.031973,19.333,0.005,0.000259,0.256,0.001,0.004,8.41,0,0,NTU,10.143,0.19,0.019,3.271,1.006,0.308,96.129,0.111,0.001,8.851,0.011,0.001,41.65982,-82.54988
531,19,9,2013,Autumn,811,7.5,8.5,7,8.046,0.178,0.022123,19.331,0.004,0.000207,0.256,0,0,8.41,0,0,NTU,10.443,0.36,0.034,4.571,1.855,0.406,96.157,0.053,0.001,8.856,0.005,0.001,41.65982,-82.54988
