serial,day,month,year,season,time,bin_depth_min,bin_depth_max,n,depth_mean,depth_sd,depth_cv,temp_mean,temp_sd,temp_cv,cond_mean,cond_sd,cond_cv,ph_mean,ph_sd,ph_cv,turb_units,turb_mean,turb_sd,turb_cv,chloro_mean,chloro_sd,chloro_cv,do_percent_mean,do_percent_sd,do_percent_cv,do_ppm_mean,do_ppm_sd,do_ppm_cv,lat,long
125,16,6,2019,Spring,1327,-0.5,0.5,26,0.236,0.138,0.584746,18.107,0.005,0.000276,0.250006192,0.000102915,0.00041165,NA,NA,NA,PBA,36.12661154,17.64570432,0.48844,1.143365385,0.024420106,0.02136,89.255,6.734,0.075,8.424,0.635,0.075,41.56158833,-82.66288833
125,16,6,2019,Spring,1327,8.5,9.5,28,8.999,0.272,0.030226,18.078,0.01,0.001,0.2497185,4.38E-05,0.000175396,NA,NA,NA,PBA,47.25437857,0.270121648,0.00572,1.130953571,0.011647396,0.0103,89.262,0.22,0.002,8.43,0.021,0.002,41.56158833,-82.66288833
129,16,6,2019,Spring,1102,12.5,13.5,21,12.615,0.076,0.006025,17.329,0.002,0.000115,0.22786119,4.75E-05,0.000208373,NA,NA,NA,PBA,24.97217619,0.545335937,0.02184,1.080385714,0.026318934,0.02436,83.591,0.347,0.004,8.018,0.033,0.004,41.45728333,-82.56953167
129,16,6,2019,Spring,1101,11.5,12.5,267,12.365,0.155,0.012535,17.331,0.006,0.000346,0.227805663,4.56E-05,0.000200216,NA,NA,NA,PBA,26.22489101,3.773482764,0.14389,1.072000375,0.038253001,0.03568,84.089,0.619,0.007,8.065,0.058,0.007,41.45728333,-82.56953167
129,16,6,2019,Spring,1101,10.5,11.5,37,11.048,0.321,0.029055,17.553,0.136,0.008,0.231597108,0.002472569,0.010676167,NA,NA,NA,PBA,62.72245405,5.958054785,0.09499,1.212016216,0.136766995,0.11284,89.296,3.351,0.038,8.525,0.299,0.035,41.45728333,-82.56953167
129,16,6,2019,Spring,1101,5.5,6.5,33,5.951,0.32,0.053772,17.723,0.002,0.000113,0.234937212,7.09E-05,0.000301962,NA,NA,NA,PBA,65.46789091,0.122652837,0.00187,1.36579697,0.02880978,0.02109,92.161,0.344,0.004,8.768,0.033,0.004,41.45728333,-82.56953167
129,16,6,2019,Spring,1103,-0.5,0.5,10,0.212,0.126,0.59434,17.727,0,0,0.2350763,4.39E-05,0.000186604,NA,NA,NA,PBA,50.79301,15.014481,0.2956,1.45198,0.024259239,0.01671,92.181,0.153,0.002,8.769,0.015,0.002,41.45728333,-82.56953167
129,16,6,2019,Spring,1101,9.5,10.5,33,10.022,0.331,0.033027,17.705,0.023,0.001,0.234707818,0.000257339,0.001096421,NA,NA,NA,PBA,65.80533636,0.262794672,0.00399,1.316245455,0.042425398,0.03223,92.19,0.501,0.005,8.774,0.045,0.005,41.45728333,-82.56953167
129,16,6,2019,Spring,1101,6.5,7.5,34,6.986,0.333,0.047667,17.722,0.001,0.000056,0.234936235,5.08E-05,0.000216256,NA,NA,NA,PBA,65.66814118,0.258495092,0.00394,1.351585294,0.023027482,0.01704,92.235,0.281,0.003,8.775,0.027,0.003,41.45728333,-82.56953167
129,16,6,2019,Spring,1101,3.5,4.5,33,3.988,0.301,0.075476,17.723,0.001,0.000056,0.234926697,0.000132241,0.000562905,NA,NA,NA,PBA,65.36557879,0.347192756,0.00531,1.373336364,0.030191439,0.02198,92.242,0.093,0.001,8.776,0.009,0.001,41.45728333,-82.56953167
129,16,6,2019,Spring,1101,8.5,9.5,35,8.999,0.347,0.03856,17.72,0.004,0.000226,0.234921886,6.34E-05,0.000269791,NA,NA,NA,PBA,65.93328571,0.179150302,0.00272,1.333485714,0.032432229,0.02432,92.254,0.244,0.003,8.777,0.023,0.003,41.45728333,-82.56953167
129,16,6,2019,Spring,1101,2.5,3.5,35,3,0.29,0.096667,17.724,0.003,0.000169,0.234950914,0.000148527,0.000632161,NA,NA,NA,PBA,65.41116571,0.263336229,0.00403,1.353937143,0.01614925,0.01193,92.274,0.148,0.002,8.778,0.014,0.002,41.45728333,-82.56953167
129,16,6,2019,Spring,1101,7.5,8.5,31,7.988,0.311,0.038933,17.722,0.001,0.000056,0.234975742,0.000100754,0.000428785,NA,NA,NA,PBA,65.82278387,0.176990881,0.00269,1.362935484,0.0196668,0.01443,92.363,0.148,0.002,8.787,0.014,0.002,41.45728333,-82.56953167
129,16,6,2019,Spring,1100,0.5,1.5,136,1.296,0.16,0.123457,17.722,0.002,0.000113,0.234796132,0.00011867,0.000505417,NA,NA,NA,PBA,65.61580294,0.208565054,0.00318,1.376278676,0.030994041,0.02252,92.424,0.124,0.001,8.793,0.012,0.001,41.45728333,-82.56953167
129,16,6,2019,Spring,1101,4.5,5.5,30,4.972,0.277,0.055712,17.722,0.001,0.000056,0.2349307,0.000109404,0.000465688,NA,NA,NA,PBA,65.47496333,0.197282704,0.00301,1.394693333,0.050920336,0.03651,92.436,0.208,0.002,8.794,0.02,0.002,41.45728333,-82.56953167
129,16,6,2019,Spring,1101,1.5,2.5,33,2.018,0.265,0.131318,17.724,0.002,0.000113,0.234935697,0.000137231,0.00058412,NA,NA,NA,PBA,65.29277879,0.253708989,0.00389,1.381827273,0.029810655,0.02157,92.461,0.073,0.001,8.796,0.007,0.001,41.45728333,-82.56953167
130,16,6,2019,Spring,1223,12.5,13.5,279,13.071,0.14,0.010711,15.7,0.014,0.001,0.218933616,4.56E-05,0.000208246,NA,NA,NA,PBA,52.75584122,1.340264154,0.02541,0.897124731,0.021790299,0.02429,85.099,0.346,0.004,8.447,0.033,0.004,41.57265167,-82.54708333
130,16,6,2019,Spring,1223,11.5,12.5,30,12.035,0.297,0.024678,15.816,0.117,0.007,0.219130633,0.000200181,0.000913525,NA,NA,NA,PBA,66.20895,9.49360197,0.14339,0.90341,0.049706701,0.05502,87.442,2.474,0.028,8.658,0.225,0.026,41.57265167,-82.54708333
130,16,6,2019,Spring,1223,10.5,11.5,27,11.095,0.264,0.023795,16.096,0.123,0.008,0.219932074,0.000272263,0.001237942,NA,NA,NA,PBA,84.32404444,1.415418687,0.01679,0.996174074,0.072988474,0.07327,90.401,2.074,0.023,8.898,0.182,0.02,41.57265167,-82.54708333
130,16,6,2019,Spring,1223,9.5,10.5,28,10.146,0.258,0.025429,16.195,0.04,0.002,0.220198214,8.25E-05,0.000374575,NA,NA,NA,PBA,85.10316071,0.182963739,0.00215,1.066928571,0.059986059,0.05622,91.732,0.317,0.003,9.01,0.03,0.003,41.57265167,-82.54708333
130,16,6,2019,Spring,1223,8.5,9.5,34,9.079,0.296,0.032603,16.228,0.007,0.000431,0.220277471,4.20E-05,0.000190807,NA,NA,NA,PBA,85.14248235,0.141330984,0.00166,1.116073529,0.033881177,0.03036,92.063,0.122,0.001,9.037,0.011,0.001,41.57265167,-82.54708333
130,16,6,2019,Spring,1223,7.5,8.5,28,8.021,0.246,0.030669,16.24,0.005,0.000308,0.220291214,4.99E-05,0.000226334,NA,NA,NA,PBA,85.35269286,0.214518177,0.00251,1.146325,0.027747294,0.02421,92.248,0.255,0.003,9.052,0.024,0.003,41.57265167,-82.54708333
130,16,6,2019,Spring,1223,6.5,7.5,28,7.008,0.283,0.040382,16.257,0.008,0.000492,0.220375821,4.39E-05,0.000198986,NA,NA,NA,PBA,85.81418214,0.161823123,0.00189,1.142728571,0.013931788,0.01219,92.409,0.162,0.002,9.065,0.015,0.002,41.57265167,-82.54708333
130,16,6,2019,Spring,1225,-0.5,0.5,10,0.314,0.139,0.442675,16.359,0.007,0.000428,0.2208849,2.80E-05,0.000126986,NA,NA,NA,PBA,86.58221,0.049222182,0.00057,1.00082,0.024244028,0.02422,92.543,0.12,0.001,9.058,0.013,0.001,41.57265167,-82.54708333
130,16,6,2019,Spring,1223,1.5,2.5,28,2.065,0.289,0.139952,16.34,0.008,0.00049,0.220728107,4.89E-05,0.000221368,NA,NA,NA,PBA,86.425175,0.046784673,0.00054,1.110957143,0.066521038,0.05988,92.629,0.248,0.003,9.07,0.023,0.003,41.57265167,-82.54708333
130,16,6,2019,Spring,1223,5.5,6.5,29,6.003,0.314,0.052307,16.283,0.009,0.001,0.220483207,5.08E-05,0.000230408,NA,NA,NA,PBA,86.1485931,0.108130116,0.00126,1.169496552,0.038334948,0.03278,92.63,0.151,0.002,9.081,0.014,0.002,41.57265167,-82.54708333
130,16,6,2019,Spring,1223,4.5,5.5,31,4.946,0.314,0.063486,16.304,0.006,0.000368,0.220556645,4.27E-05,0.000193379,NA,NA,NA,PBA,86.25650323,0.060692023,0.0007,1.147629032,0.016080427,0.01401,92.681,0.176,0.002,9.083,0.017,0.002,41.57265167,-82.54708333
130,16,6,2019,Spring,1223,3.5,4.5,27,3.89,0.294,0.075578,16.323,0.011,0.001,0.22064363,5.88E-05,0.000266637,NA,NA,NA,PBA,86.39582593,0.142095392,0.00164,1.1529,0.0171819,0.0149,92.789,0.089,0.001,9.089,0.008,0.001,41.57265167,-82.54708333
130,16,6,2019,Spring,1223,2.5,3.5,24,2.978,0.304,0.102082,16.331,0.003,0.000184,0.220687333,4.14E-05,0.000187668,NA,NA,NA,PBA,86.4126125,0.067594567,0.00078,1.1518,0.025695322,0.02231,92.824,0.142,0.002,9.091,0.014,0.002,41.57265167,-82.54708333
130,16,6,2019,Spring,1222,0.5,1.5,170,1.074,0.153,0.142458,16.351,0.003,0.000183,0.220770859,3.87E-05,0.000175458,NA,NA,NA,PBA,86.36397706,0.188234842,0.00218,0.98996,0.031197837,0.03151,92.833,0.171,0.002,9.088,0.017,0.002,41.57265167,-82.54708333
103,17,6,2019,Spring,1832,7.5,8.5,247,7.731,0.031,0.00401,18.241,0.046,0.003,0.256830445,0.00091155,0.00354923,NA,NA,NA,PBA,67.16195951,1.369888627,0.0204,1.506765182,0.082013765,0.05443,84.409,1.428,0.017,7.945,0.128,0.016,41.8756,-83.2636
103,17,6,2019,Spring,1832,6.5,7.5,34,7.006,0.307,0.04382,18.474,0.068,0.004,0.260911412,0.001022575,0.003919241,NA,NA,NA,PBA,71.40401176,0.872862315,0.01222,1.612188235,0.112918635,0.07004,90.201,2.876,0.032,8.45,0.259,0.031,41.8756,-83.2636
103,17,6,2019,Spring,1832,5.5,6.5,34,5.988,0.308,0.051436,18.517,0.007,0.000378,0.258406147,0.001178676,0.004561331,NA,NA,NA,PBA,72.34730588,0.269442622,0.00372,1.688655882,0.106812552,0.06325,92.59,0.484,0.005,8.666,0.044,0.005,41.8756,-83.2636
103,17,6,2019,Spring,1832,4.5,5.5,33,5.003,0.298,0.059564,18.557,0.03,0.002,0.257626697,0.000590754,0.002293063,NA,NA,NA,PBA,72.02068182,0.572054858,0.00794,1.842212121,0.178980793,0.09716,93.346,0.618,0.007,8.73,0.053,0.006,41.8756,-83.2636
103,17,6,2019,Spring,1832,3.5,4.5,26,4.085,0.293,0.071726,18.616,0.03,0.002,0.258299,0.000304469,0.001178747,NA,NA,NA,PBA,70.53068077,0.821081999,0.01164,2.163142308,0.277647679,0.12835,94.636,1.386,0.015,8.84,0.125,0.014,41.8756,-83.2636
103,17,6,2019,Spring,1834,2.5,3.5,17,2.974,0.309,0.1039,18.722,0.048,0.003,0.261577765,0.001429076,0.005463293,NA,NA,NA,PBA,65.54223529,2.245834645,0.03427,2.369217647,0.214681838,0.09061,97.68,1.703,0.017,9.104,0.15,0.016,41.8756,-83.2636
103,17,6,2019,Spring,1834,1.5,2.5,17,1.966,0.296,0.15056,18.922,0.083,0.004,0.264015941,0.000759901,0.00287824,NA,NA,NA,PBA,59.2177,1.542899977,0.02605,3.116852941,0.251903474,0.08082,104.921,2.593,0.025,9.739,0.225,0.023,41.8756,-83.2636
103,17,6,2019,Spring,1834,0.5,1.5,16,0.995,0.28,0.281407,19.352,0.239,0.012,0.262154625,0.001851447,0.007062425,NA,NA,NA,PBA,64.80066875,1.440062338,0.02222,2.98594375,0.263957587,0.0884,110.911,0.977,0.009,10.207,0.052,0.005,41.8756,-83.2636
103,17,6,2019,Spring,1834,-0.5,0.5,9,0.261,0.17,0.651341,20.101,0.166,0.008,0.256338,0.00120645,0.004706482,NA,NA,NA,PBA,65.50848889,2.373619661,0.03623,2.086155556,0.510084425,0.24451,114.002,0.466,0.004,10.336,0.047,0.005,41.8756,-83.2636
105,17,6,2019,Spring,1929,0.5,1.5,345,1.042,0.121,0.116123,19.108,0.167,0.009,0.212004519,0.001989314,0.009383357,NA,NA,NA,PBA,68.07019623,0.291164489,0.00428,0.84953913,0.068961103,0.08117,75.314,7.65,0.102,6.968,0.73,0.105,41.78551833,-83.13375
105,17,6,2019,Spring,1931,6.5,7.5,42,6.986,0.297,0.042514,17.749,0.053,0.003,0.20464531,0.000906816,0.004431161,NA,NA,NA,PBA,63.18997143,0.270502372,0.00428,0.780559524,0.042704264,0.05471,83.357,7.337,0.088,7.928,0.706,0.089,41.78551833,-83.13375
105,17,6,2019,Spring,1931,4.5,5.5,41,5.012,0.293,0.05846,17.865,0.132,0.007,0.205782171,0.001946261,0.009457869,NA,NA,NA,PBA,62.33878537,0.839423867,0.01347,1.056312195,0.231472166,0.21913,83.367,7.938,0.095,7.911,0.774,0.098,41.78551833,-83.13375
105,17,6,2019,Spring,1931,5.5,6.5,39,5.992,0.279,0.046562,17.783,0.079,0.004,0.204897359,0.001172938,0.005724513,NA,NA,NA,PBA,63.58124615,0.344827447,0.00542,0.837412821,0.061122057,0.07299,84.165,7.063,0.084,7.999,0.684,0.085,41.78551833,-83.13375
105,17,6,2019,Spring,1930,2.5,3.5,40,2.988,0.289,0.09672,18.205,0.302,0.017,0.207800475,0.003218819,0.015489949,NA,NA,NA,PBA,64.158535,0.250690265,0.00391,1.26981,0.042697065,0.03362,84.908,9.351,0.11,8.004,0.928,0.116,41.78551833,-83.13375
105,17,6,2019,Spring,1930,1.5,2.5,41,1.997,0.291,0.145719,18.531,0.406,0.022,0.20978878,0.004010338,0.019116076,NA,NA,NA,PBA,65.79279512,0.938741807,0.01427,1.125678049,0.123074769,0.10933,85.444,8.394,0.098,8.002,0.846,0.106,41.78551833,-83.13375
105,17,6,2019,Spring,1931,3.5,4.5,41,4.002,0.299,0.074713,17.967,0.179,0.01,0.206200805,0.002133752,0.010347931,NA,NA,NA,PBA,62.46199024,1.151632016,0.01844,1.168453659,0.153206159,0.13112,85.647,7.687,0.09,8.111,0.755,0.093,41.78551833,-83.13375
105,17,6,2019,Spring,1931,7.5,8.5,277,8.134,0.122,0.014999,17.704,0.034,0.002,0.204178643,0.00077425,0.003792024,NA,NA,NA,PBA,58.89836895,1.536607847,0.02609,0.728790253,0.017312323,0.02375,87.998,4.01,0.046,8.376,0.386,0.046,41.78551833,-83.13375
105,17,6,2019,Spring,1929,-0.5,0.5,16,0.253,0.14,0.55336,18.971,0.165,0.009,0.209983438,0.001016629,0.004841472,NA,NA,NA,PBA,59.58311875,22.72242451,0.38136,0.80638125,0.117080629,0.14519,94.123,0.652,0.007,8.731,0.089,0.01,41.78551833,-83.13375
106,17,6,2019,Spring,1746,8.5,9.5,312,8.96,0.062,0.00692,17.651,0.012,0.001,0.223753436,0.000492222,0.002199842,NA,NA,NA,PBA,57.09427949,1.303219007,0.02283,0.972845833,0.133786413,0.13752,87.55,0.208,0.002,8.342,0.019,0.002,41.88136667,-83.16642833
106,17,6,2019,Spring,1746,7.5,8.5,34,8.034,0.308,0.038337,17.69,0.048,0.003,0.225459029,0.001803584,0.007999609,NA,NA,NA,PBA,60.58653824,5.885694949,0.09715,0.984670588,0.143263556,0.14549,87.881,0.401,0.005,8.367,0.032,0.004,41.88136667,-83.16642833
106,17,6,2019,Spring,1745,6.5,7.5,34,7.012,0.314,0.04478,17.808,0.15,0.008,0.229241206,0.003965076,0.017296526,NA,NA,NA,PBA,68.93663824,8.094157932,0.11741,1.139232353,0.169391277,0.14869,90.501,2.996,0.033,8.594,0.259,0.03,41.88136667,-83.16642833
106,17,6,2019,Spring,1745,5.5,6.5,32,6.015,0.308,0.051205,17.953,0.085,0.005,0.231975625,0.001018206,0.00438928,NA,NA,NA,PBA,74.50030313,0.726101344,0.00975,1.26273125,0.137612622,0.10898,92.642,2.42,0.026,8.772,0.216,0.025,41.88136667,-83.16642833
106,17,6,2019,Spring,1745,4.5,5.5,35,5.015,0.321,0.064008,18.021,0.022,0.001,0.2311564,0.000462656,0.002001483,NA,NA,NA,PBA,73.46897714,1.022416677,0.01392,1.468811429,0.101720149,0.06925,94.8,1.055,0.011,8.964,0.098,0.011,41.88136667,-83.16642833
106,17,6,2019,Spring,1745,3.5,4.5,34,3.976,0.315,0.079225,18.048,0.009,0.000499,0.230183735,0.00046424,0.002016824,NA,NA,NA,PBA,70.58349412,3.328392999,0.04716,1.757861765,0.218273865,0.12417,96.02,0.733,0.008,9.074,0.069,0.008,41.88136667,-83.16642833
106,17,6,2019,Spring,1745,2.5,3.5,29,3.018,0.283,0.093771,18.071,0.02,0.001,0.229654586,0.000331069,0.001441597,NA,NA,NA,PBA,70.74843448,1.560487381,0.02206,1.947713793,0.249567208,0.12813,97.501,1.452,0.015,9.21,0.134,0.015,41.88136667,-83.16642833
106,17,6,2019,Spring,1747,1.5,2.5,17,1.984,0.271,0.136593,18.198,0.059,0.003,0.229646882,0.0001024,0.000445901,NA,NA,NA,PBA,69.92543529,0.097168069,0.00139,2.024135294,0.119616512,0.0591,100.387,0.844,0.008,9.458,0.072,0.008,41.88136667,-83.16642833
106,17,6,2019,Spring,1747,0.5,1.5,17,0.996,0.277,0.278112,18.381,0.085,0.005,0.230039765,0.000253239,0.001100849,NA,NA,NA,PBA,70.29912941,0.309202817,0.0044,1.713282353,0.084926433,0.04957,102.217,0.316,0.003,9.594,0.018,0.002,41.88136667,-83.16642833
106,17,6,2019,Spring,1747,-0.5,0.5,9,0.232,0.134,0.577586,18.665,0.045,0.002,0.230946111,0.000140204,0.000607085,NA,NA,NA,PBA,66.79983333,11.44654272,0.17136,1.597644444,0.023243553,0.01455,103.485,0.384,0.004,9.658,0.027,0.003,41.88136667,-83.16642833
107,17,6,2019,Spring,1646,5.5,6.5,31,6.057,0.297,0.049034,15.853,0.018,0.001,0.183451097,0.00011449,0.000624092,NA,NA,NA,PBA,63.38210323,0.683876135,0.01079,0.897067742,0.027452509,0.0306,96.253,0.192,0.002,9.524,0.018,0.002,41.96868667,-83.10330667
107,17,6,2019,Spring,1646,6.5,7.5,297,7.022,0.081,0.011535,15.841,0.002,0.000126,0.183392212,4.43E-05,0.000241451,NA,NA,NA,PBA,61.69425892,0.343327171,0.00556,0.920908754,0.015342447,0.01666,96.337,0.177,0.002,9.535,0.018,0.002,41.96868667,-83.10330667
107,17,6,2019,Spring,1646,4.5,5.5,34,5.057,0.322,0.063674,15.892,0.033,0.002,0.183728912,0.000188666,0.001026873,NA,NA,NA,PBA,64.43448529,0.463526463,0.00719,0.851214706,0.056364314,0.06622,96.448,0.188,0.002,9.536,0.017,0.002,41.96868667,-83.10330667
107,17,6,2019,Spring,1646,3.5,4.5,31,4.056,0.307,0.07569,15.953,0.064,0.004,0.184022097,0.00022333,0.001213607,NA,NA,NA,PBA,65.28262258,0.997948244,0.01529,0.757303226,0.068023351,0.08982,96.646,0.149,0.002,9.543,0.012,0.001,41.96868667,-83.10330667
107,17,6,2019,Spring,1646,2.5,3.5,33,3.046,0.32,0.105056,16.077,0.147,0.009,0.184581394,0.000621,0.003364372,NA,NA,NA,PBA,66.38319697,0.771135038,0.01162,0.677027273,0.048446061,0.07156,96.781,0.275,0.003,9.531,0.017,0.002,41.96868667,-83.10330667
107,17,6,2019,Spring,1646,1.5,2.5,34,2.014,0.324,0.160874,16.167,0.088,0.005,0.185082912,0.000414842,0.002241386,NA,NA,NA,PBA,67.29585882,0.592889534,0.00881,0.638647059,0.034730802,0.05438,96.926,0.285,0.003,9.527,0.018,0.002,41.96868667,-83.10330667
107,17,6,2019,Spring,1646,0.5,1.5,67,0.962,0.213,0.221414,16.354,0.076,0.005,0.18597109,0.000397521,0.00213754,NA,NA,NA,PBA,67.28992687,0.913898135,0.01358,0.616037313,0.021944902,0.03562,97.204,0.201,0.002,9.517,0.021,0.002,41.96868667,-83.10330667
107,17,6,2019,Spring,1648,-0.5,0.5,7,0.292,0.157,0.537671,16.615,0.103,0.006,0.187563857,0.000631299,0.003365779,NA,NA,NA,PBA,66.6975,5.812703851,0.08715,0.493485714,0.074318042,0.1506,97.559,0.171,0.002,9.499,0.008,0.001,41.96868667,-83.10330667
109,17,6,2019,Spring,2021,9.5,10.5,219,9.575,0.042,0.004386,17.584,0.001,0.000057,0.202383963,4.08E-05,0.000201789,NA,NA,NA,PBA,44.0184105,0.602287012,0.01368,1.004798174,0.032083077,0.03193,90.357,0.148,0.002,8.622,0.014,0.002,41.778335,-83.03346667
109,17,6,2019,Spring,2021,8.5,9.5,59,9.197,0.32,0.034794,17.59,0.005,0.000284,0.202401,5.44E-05,0.000268533,NA,NA,NA,PBA,45.17654746,1.582134294,0.03502,0.994545763,0.024563909,0.0247,90.447,0.238,0.003,8.629,0.022,0.003,41.778335,-83.03346667
109,17,6,2019,Spring,2021,7.5,8.5,34,8.024,0.286,0.035643,17.611,0.007,0.000397,0.202514618,5.49E-05,0.000271304,NA,NA,NA,PBA,48.79107647,0.78571165,0.0161,1.027211765,0.0597043,0.05812,90.857,0.125,0.001,8.665,0.012,0.001,41.778335,-83.03346667
109,17,6,2019,Spring,2021,6.5,7.5,34,7.025,0.301,0.042847,17.633,0.008,0.000454,0.202669059,7.79E-05,0.000384373,NA,NA,NA,PBA,51.1267,0.904732679,0.0177,1.025055882,0.033233391,0.03242,90.943,0.15,0.002,8.669,0.015,0.002,41.778335,-83.03346667
109,17,6,2019,Spring,2021,5.5,6.5,35,6.017,0.317,0.052684,17.656,0.007,0.000396,0.202867743,5.93E-05,0.000292235,NA,NA,NA,PBA,52.36530571,0.412097409,0.00787,1.073094286,0.053474353,0.04983,91.306,0.102,0.001,8.699,0.009,0.001,41.778335,-83.03346667
109,17,6,2019,Spring,2021,4.5,5.5,36,4.991,0.315,0.063114,17.678,0.008,0.000453,0.203010833,6.23E-05,0.000306783,NA,NA,NA,PBA,52.48748056,0.234490171,0.00447,1.143805556,0.058320631,0.05099,91.619,0.331,0.004,8.725,0.031,0.004,41.778335,-83.03346667
109,17,6,2019,Spring,2021,3.5,4.5,30,4.008,0.289,0.072106,17.746,0.044,0.002,0.203245133,0.000155129,0.000763259,NA,NA,NA,PBA,53.05183333,0.627976912,0.01184,1.303736667,0.062428577,0.04788,92.778,0.428,0.005,8.823,0.034,0.004,41.778335,-83.03346667
109,17,6,2019,Spring,2023,2.5,3.5,17,2.962,0.301,0.101621,17.822,0.069,0.004,0.203682176,0.000373786,0.001835143,NA,NA,NA,PBA,55.65574118,1.59052854,0.02858,1.411476471,0.034309156,0.02431,93.912,0.407,0.004,8.917,0.027,0.003,41.778335,-83.03346667
109,17,6,2019,Spring,2023,1.5,2.5,18,1.956,0.296,0.151329,18.122,0.07,0.004,0.20501,0.000233134,0.001137183,NA,NA,NA,PBA,57.57209444,0.160334373,0.00278,1.391455556,0.006914709,0.00497,94.93,0.34,0.004,8.958,0.02,0.002,41.778335,-83.03346667
109,17,6,2019,Spring,2023,0.5,1.5,16,1.007,0.252,0.250248,18.26,0.048,0.003,0.205621188,0.000281154,0.001367339,NA,NA,NA,PBA,58.86385625,0.553302209,0.0094,1.34735625,0.023358338,0.01734,95.21,0.164,0.002,8.96,0.01,0.001,41.778335,-83.03346667
109,17,6,2019,Spring,2023,-0.5,0.5,11,0.235,0.119,0.506383,18.403,0.037,0.002,0.206288273,0.000268467,0.001301417,NA,NA,NA,PBA,57.4343,6.519075392,0.1135,1.191027273,0.071785376,0.06027,95.53,0.054,0.001,8.964,0.006,0.001,41.778335,-83.03346667
110,17,6,2019,Spring,1512,8.5,9.5,137,9.344,0.212,0.022688,16.985,0.003,0.000177,0.205943358,6.23E-05,0.000302303,NA,NA,NA,PBA,57.69799708,0.769492161,0.01334,0.845194161,0.041284981,0.04885,89.354,0.201,0.002,8.633,0.019,0.002,41.8932,-83.051067
110,17,6,2019,Spring,1512,9.5,10.5,245,9.609,0.051,0.005308,16.984,0.003,0.000177,0.205909253,4.86E-05,0.000236159,NA,NA,NA,PBA,57.84215469,0.520935461,0.00901,0.845113061,0.043853627,0.05189,89.486,0.177,0.002,8.646,0.017,0.002,41.8932,-83.051067
110,17,6,2019,Spring,1512,7.5,8.5,33,8.096,0.24,0.029644,17.012,0.054,0.003,0.206342394,0.000406859,0.001971766,NA,NA,NA,PBA,60.88183939,1.798524648,0.02954,0.918572727,0.116109717,0.1264,90.351,1.58,0.017,8.724,0.144,0.016,41.8932,-83.051067
110,17,6,2019,Spring,1512,6.5,7.5,36,7.087,0.289,0.040779,17.195,0.124,0.007,0.211389278,0.003091876,0.014626457,NA,NA,NA,PBA,64.54763889,0.663379438,0.01028,1.2264,0.203568402,0.16599,92.566,2.008,0.022,8.903,0.172,0.019,41.8932,-83.051067
110,17,6,2019,Spring,1512,5.5,6.5,33,6.089,0.297,0.048776,17.337,0.116,0.007,0.216320909,0.002818112,0.013027462,NA,NA,NA,PBA,64.65238788,0.420531466,0.0065,1.506227273,0.115254057,0.07652,95.053,2.052,0.022,9.116,0.176,0.019,41.8932,-83.051067
110,17,6,2019,Spring,1512,4.5,5.5,37,5.068,0.342,0.067482,17.504,0.103,0.006,0.215858541,0.003687614,0.017083474,NA,NA,NA,PBA,64.78312432,0.684309425,0.01056,1.507864865,0.042605231,0.02826,96.619,1.235,0.013,9.234,0.103,0.011,41.8932,-83.051067
110,17,6,2019,Spring,1512,3.5,4.5,36,4.011,0.351,0.087509,17.648,0.1,0.006,0.210498,0.001912913,0.00908756,NA,NA,NA,PBA,64.12360833,0.475664229,0.00742,1.509052778,0.047626664,0.03156,97.484,0.512,0.005,9.289,0.034,0.004,41.8932,-83.051067
110,17,6,2019,Spring,1512,2.5,3.5,36,2.952,0.347,0.117547,17.775,0.098,0.006,0.2096465,0.000233189,0.001112297,NA,NA,NA,PBA,64.891,0.290866174,0.00448,1.448577778,0.054157992,0.03739,98.385,1.088,0.011,9.351,0.086,0.009,41.8932,-83.051067
110,17,6,2019,Spring,1511,1.5,2.5,36,1.909,0.317,0.166056,17.953,0.152,0.008,0.210323667,0.000725267,0.003448337,NA,NA,NA,PBA,64.82211667,0.33043512,0.0051,1.519988889,0.064340713,0.04233,99.757,1.265,0.013,9.446,0.096,0.01,41.8932,-83.051067
110,17,6,2019,Spring,1514,-0.5,0.5,5,0.271,0.161,0.594096,18.219,0.008,0.000439,0.21173,7.73E-05,0.000364957,NA,NA,NA,PBA,64.93928,0.003714431,0.00006,1.42288,0.006573203,0.00462,101.037,0.065,0.001,9.516,0.008,0.001,41.8932,-83.051067
110,17,6,2019,Spring,1511,0.5,1.5,230,0.884,0.122,0.138009,18.193,0.057,0.003,0.211707596,0.000341076,0.001611072,NA,NA,NA,PBA,64.74367348,0.280999292,0.00434,1.510920435,0.04725617,0.03128,101.214,0.245,0.002,9.538,0.022,0.002,41.8932,-83.051067
111,17,6,2019,Spring,1605,7.5,8.5,297,7.983,0.09,0.011274,16.15,0.009,0.001,0.192050024,0.000112274,0.000584608,NA,NA,NA,PBA,53.99954108,0.273130286,0.00506,0.78716633,0.031529416,0.04005,89.398,0.2,0.002,8.79,0.02,0.002,41.98838167,-83.06287
111,17,6,2019,Spring,1605,6.5,7.5,34,6.996,0.272,0.038879,16.343,0.164,0.01,0.194711294,0.001799391,0.009241328,NA,NA,NA,PBA,52.27506471,1.004400418,0.01921,0.967758824,0.168846001,0.17447,89.85,1.022,0.011,8.798,0.074,0.008,41.98838167,-83.06287
